user_id,movie_id,user_rating
138,357,4.0
92,709,2.0
301,412,4.0
60,56,4.0
197,895,3.0
601,325,4.0
710,95,3.0
833,92,2.0
916,425,5.0
940,271,2.0
611,355,1.0
707,712,3.0
699,825,3.0
16,240,4.0
314,1150,4.0
217,684,5.0
276,124,5.0
510,294,3.0
757,265,3.0
881,465,3.0
880,823,3.0
797,243,2.0
188,392,5.0
246,202,3.0
445,433,2.0
91,182,4.0
372,56,4.0
891,116,3.0
71,285,3.0
279,638,4.0
688,309,5.0
59,491,4.0
56,117,5.0
854,466,3.0
615,160,3.0
639,19,4.0
699,591,2.0
195,99,3.0
676,302,5.0
279,1028,4.0
634,124,3.0
505,125,3.0
617,7,3.0
666,98,4.0
416,794,5.0
655,927,3.0
293,248,3.0
350,136,5.0
404,339,1.0
28,96,5.0
428,268,4.0
733,248,3.0
354,275,4.0
486,628,3.0
409,179,5.0
582,240,4.0
253,200,4.0
354,516,5.0
663,1009,3.0
669,175,4.0
535,70,4.0
560,183,5.0
7,386,4.0
223,321,1.0
407,930,2.0
109,125,5.0
643,685,3.0
585,70,5.0
222,540,3.0
624,147,4.0
330,427,5.0
497,665,2.0
664,659,5.0
121,197,4.0
758,253,5.0
26,15,4.0
113,268,4.0
684,435,3.0
645,428,4.0
318,476,4.0
783,872,4.0
440,1265,5.0
194,180,3.0
76,23,5.0
62,13,4.0
943,471,5.0
545,211,3.0
663,124,3.0
139,297,5.0
435,222,3.0
417,67,4.0
290,43,3.0
939,252,3.0
820,286,4.0
297,724,3.0
442,273,4.0
303,31,3.0
832,245,3.0
330,596,5.0
122,1045,4.0
7,510,5.0
128,588,5.0
316,582,5.0
144,1016,3.0
773,233,1.0
116,269,3.0
653,79,4.0
674,117,5.0
653,208,3.0
139,744,5.0
844,432,5.0
708,1047,2.0
655,1473,3.0
940,746,3.0
255,984,1.0
296,211,4.0
336,763,3.0
749,88,4.0
147,269,4.0
10,205,5.0
215,354,4.0
537,1008,2.0
561,1010,3.0
303,91,5.0
886,558,3.0
568,954,2.0
204,268,3.0
586,761,3.0
654,278,3.0
899,827,2.0
836,875,1.0
268,672,2.0
871,82,3.0
677,222,4.0
603,988,4.0
290,50,5.0
41,152,4.0
158,744,4.0
271,89,3.0
269,281,1.0
708,880,3.0
717,866,1.0
85,333,1.0
320,742,4.0
290,436,2.0
551,354,3.0
561,512,4.0
343,229,4.0
311,614,4.0
389,728,3.0
450,173,5.0
671,62,5.0
761,235,3.0
246,369,3.0
263,661,5.0
618,895,3.0
363,121,2.0
25,604,4.0
405,530,1.0
499,258,2.0
506,684,5.0
305,654,4.0
589,340,1.0
805,403,4.0
308,195,5.0
920,268,3.0
247,258,5.0
655,282,3.0
291,9,5.0
625,191,3.0
354,149,5.0
471,932,5.0
309,334,4.0
751,215,4.0
556,172,5.0
771,28,5.0
666,646,3.0
94,121,2.0
814,219,4.0
699,619,2.0
664,356,3.0
733,458,2.0
693,99,3.0
787,288,1.0
661,566,4.0
502,323,4.0
30,259,4.0
616,331,4.0
390,9,5.0
94,566,2.0
453,1037,1.0
715,144,5.0
833,558,4.0
486,264,3.0
417,420,4.0
450,905,5.0
720,333,4.0
711,272,5.0
181,1049,1.0
386,597,3.0
496,661,3.0
262,1135,3.0
676,257,5.0
409,127,4.0
823,12,4.0
198,31,3.0
233,197,5.0
806,179,5.0
540,111,4.0
731,1087,1.0
472,3,5.0
274,25,5.0
850,98,1.0
487,1019,5.0
593,11,4.0
346,520,5.0
896,1222,2.0
514,132,4.0
378,1135,2.0
856,326,2.0
880,841,3.0
214,23,5.0
890,228,4.0
524,55,2.0
472,796,4.0
347,82,5.0
697,820,3.0
622,496,4.0
870,64,5.0
638,234,4.0
374,172,3.0
864,132,5.0
399,307,3.0
537,19,4.0
734,162,3.0
903,13,5.0
747,108,4.0
882,455,3.0
62,121,4.0
130,423,5.0
254,82,4.0
394,208,5.0
653,771,2.0
663,332,4.0
206,1395,1.0
666,1013,3.0
397,171,5.0
262,386,3.0
28,568,4.0
450,771,3.0
396,118,4.0
543,210,3.0
256,235,3.0
889,511,4.0
456,274,3.0
881,29,2.0
936,324,5.0
395,163,5.0
13,900,5.0
524,605,1.0
276,142,3.0
864,603,4.0
933,25,2.0
913,423,3.0
305,135,3.0
549,866,4.0
243,283,3.0
581,137,5.0
73,48,2.0
667,182,5.0
894,236,4.0
645,135,5.0
325,50,5.0
727,747,2.0
881,82,5.0
790,365,4.0
682,1217,3.0
641,192,4.0
303,159,3.0
378,380,3.0
679,8,2.0
881,200,2.0
790,269,3.0
307,21,4.0
562,550,4.0
574,1022,2.0
3,328,5.0
411,1197,4.0
340,946,5.0
733,591,3.0
716,505,4.0
504,216,4.0
805,33,5.0
501,222,4.0
326,479,5.0
31,504,5.0
268,201,3.0
792,100,4.0
406,502,1.0
565,86,5.0
234,928,2.0
664,77,3.0
387,135,5.0
228,98,3.0
541,73,4.0
110,22,4.0
861,1227,4.0
293,544,3.0
715,232,4.0
159,456,3.0
533,871,2.0
326,173,5.0
417,1139,3.0
1,135,4.0
871,662,3.0
766,230,3.0
653,862,2.0
548,281,4.0
338,462,4.0
389,28,4.0
567,32,5.0
466,4,3.0
286,251,5.0
488,321,3.0
119,829,5.0
506,233,4.0
643,527,3.0
354,241,3.0
450,92,4.0
221,695,4.0
468,318,5.0
216,184,4.0
303,287,4.0
94,546,3.0
917,237,5.0
600,210,4.0
234,623,2.0
372,159,5.0
546,930,5.0
870,494,3.0
463,288,1.0
130,1046,4.0
943,219,4.0
770,275,5.0
402,182,5.0
345,234,4.0
756,151,4.0
314,88,5.0
22,163,1.0
326,520,5.0
504,97,4.0
638,210,4.0
363,675,3.0
44,737,1.0
670,705,5.0
936,20,5.0
308,151,4.0
268,206,3.0
332,174,5.0
253,8,4.0
388,100,3.0
656,896,5.0
407,436,3.0
599,1315,4.0
223,257,4.0
10,511,4.0
738,222,4.0
406,432,5.0
659,90,2.0
346,739,3.0
807,380,4.0
891,100,5.0
119,310,5.0
488,514,2.0
548,458,3.0
90,879,3.0
363,473,4.0
929,521,5.0
650,928,2.0
660,428,4.0
59,73,4.0
315,216,4.0
348,473,3.0
910,282,3.0
192,813,4.0
279,1305,4.0
458,717,1.0
119,276,2.0
314,1520,3.0
222,214,4.0
660,195,4.0
524,704,4.0
76,1155,2.0
751,755,4.0
689,328,5.0
533,64,5.0
301,334,3.0
881,380,4.0
290,993,4.0
746,449,1.0
938,151,4.0
493,192,3.0
16,15,5.0
718,274,3.0
416,218,3.0
826,79,4.0
504,462,4.0
793,122,3.0
409,14,5.0
868,655,4.0
749,118,3.0
246,145,1.0
334,173,4.0
478,843,5.0
586,379,4.0
655,319,3.0
857,547,3.0
841,344,3.0
536,22,5.0
493,925,3.0
863,339,3.0
862,258,5.0
435,183,5.0
653,219,1.0
334,246,4.0
303,685,1.0
796,1048,2.0
567,1019,5.0
343,371,2.0
10,175,3.0
761,9,2.0
881,281,3.0
493,806,3.0
327,313,4.0
49,300,1.0
377,748,4.0
222,155,4.0
663,3,4.0
746,523,3.0
733,284,2.0
178,625,3.0
295,172,4.0
142,463,3.0
792,291,2.0
920,331,3.0
788,62,3.0
68,1047,1.0
286,22,4.0
648,1033,2.0
683,289,4.0
615,514,5.0
373,238,4.0
629,111,5.0
478,518,4.0
279,169,5.0
749,932,3.0
495,768,3.0
860,262,4.0
904,289,5.0
868,191,3.0
65,806,4.0
622,184,5.0
374,28,5.0
506,176,5.0
328,1277,3.0
437,432,3.0
181,984,1.0
448,258,4.0
711,114,5.0
10,135,5.0
509,307,2.0
135,1208,3.0
782,307,4.0
23,588,4.0
807,118,4.0
368,441,3.0
319,301,4.0
557,299,4.0
312,479,5.0
648,676,2.0
561,40,2.0
295,209,5.0
790,1074,3.0
778,193,4.0
851,1287,1.0
675,1007,4.0
295,215,5.0
312,1021,3.0
378,411,3.0
805,423,1.0
655,1196,3.0
328,699,4.0
39,300,3.0
712,501,3.0
13,288,1.0
5,381,1.0
73,81,5.0
271,663,4.0
92,418,3.0
528,1254,3.0
293,121,3.0
883,692,3.0
59,642,5.0
630,25,2.0
703,742,3.0
896,452,3.0
416,879,3.0
303,155,3.0
613,435,5.0
442,742,3.0
506,878,3.0
764,696,3.0
244,109,4.0
655,629,3.0
246,138,1.0
324,340,5.0
435,1401,4.0
790,51,3.0
254,112,2.0
642,141,4.0
68,475,5.0
201,237,4.0
922,62,3.0
500,286,1.0
201,515,5.0
524,739,2.0
795,432,3.0
303,1142,4.0
233,202,5.0
698,490,3.0
757,588,3.0
741,48,4.0
79,258,5.0
693,528,1.0
938,288,5.0
887,222,3.0
436,81,3.0
666,204,3.0
65,378,5.0
909,326,4.0
356,313,5.0
90,639,5.0
435,628,5.0
488,190,5.0
786,191,4.0
682,1410,3.0
629,92,4.0
672,321,4.0
292,408,4.0
41,100,4.0
711,1053,4.0
921,662,4.0
883,523,5.0
7,565,4.0
13,830,1.0
758,608,5.0
406,1126,3.0
655,775,2.0
463,950,3.0
5,441,1.0
230,491,3.0
533,521,3.0
318,393,5.0
804,657,4.0
594,126,3.0
336,1051,2.0
217,181,1.0
208,66,4.0
339,475,5.0
608,507,3.0
380,170,4.0
916,151,3.0
717,826,2.0
450,1311,4.0
89,405,3.0
117,1,4.0
354,747,2.0
60,286,5.0
622,449,2.0
7,8,5.0
533,476,2.0
592,782,2.0
705,227,4.0
727,559,2.0
738,229,3.0
401,191,4.0
89,387,5.0
217,797,4.0
618,506,4.0
363,218,2.0
525,1315,4.0
279,679,4.0
234,40,2.0
751,472,2.0
874,289,4.0
109,928,3.0
864,140,3.0
840,257,3.0
310,24,4.0
453,94,4.0
779,111,4.0
919,315,3.0
215,229,3.0
405,98,4.0
687,323,2.0
650,134,5.0
10,182,5.0
642,1033,3.0
319,269,3.0
875,654,4.0
145,1283,1.0
42,566,5.0
456,150,4.0
911,428,4.0
561,223,4.0
476,47,3.0
178,431,4.0
883,323,5.0
543,211,4.0
878,216,4.0
301,128,5.0
774,122,1.0
145,1047,3.0
918,161,1.0
537,663,3.0
422,127,4.0
594,245,3.0
263,496,5.0
650,174,4.0
507,895,5.0
595,293,4.0
151,584,3.0
661,195,5.0
452,83,3.0
393,143,5.0
567,203,4.0
269,644,5.0
725,181,4.0
896,661,4.0
31,875,4.0
862,434,5.0
296,10,2.0
472,660,5.0
258,313,5.0
291,128,4.0
768,100,5.0
18,969,3.0
294,455,3.0
587,873,3.0
534,1047,4.0
887,9,2.0
663,1067,3.0
390,300,5.0
768,16,3.0
889,164,4.0
269,425,5.0
472,24,5.0
790,1063,5.0
307,515,4.0
405,1415,1.0
711,451,5.0
617,668,4.0
504,485,4.0
62,554,1.0
399,66,3.0
165,15,5.0
577,307,3.0
823,136,5.0
430,123,2.0
642,570,1.0
513,546,4.0
586,188,2.0
178,204,4.0
109,393,4.0
405,135,5.0
210,182,5.0
747,530,5.0
537,150,3.0
632,1028,2.0
90,530,3.0
715,237,4.0
727,22,4.0
815,114,5.0
942,131,5.0
551,959,5.0
509,754,1.0
5,144,3.0
648,456,2.0
532,1210,4.0
481,197,3.0
500,62,3.0
473,20,3.0
409,162,4.0
60,1126,4.0
299,59,5.0
329,423,4.0
356,316,4.0
119,316,4.0
666,516,5.0
193,693,4.0
234,582,4.0
699,121,3.0
162,254,3.0
5,363,3.0
916,80,3.0
943,111,4.0
727,808,2.0
487,921,5.0
291,427,4.0
230,79,5.0
798,197,2.0
498,1007,3.0
846,430,3.0
577,496,5.0
600,568,4.0
863,304,3.0
884,1009,2.0
586,72,2.0
537,177,3.0
875,358,3.0
42,451,2.0
95,739,3.0
620,118,4.0
59,423,5.0
894,1016,3.0
507,898,5.0
10,191,5.0
454,732,4.0
773,652,3.0
909,275,5.0
805,522,5.0
778,623,1.0
916,674,3.0
826,1091,3.0
423,125,2.0
15,181,5.0
256,678,5.0
338,79,4.0
443,333,5.0
295,143,4.0
174,951,1.0
236,717,3.0
419,286,4.0
72,356,4.0
488,260,2.0
897,393,4.0
486,813,5.0
936,327,4.0
919,358,3.0
806,1059,3.0
416,791,2.0
456,739,3.0
523,289,4.0
426,194,4.0
171,305,2.0
16,357,5.0
454,313,5.0
774,530,5.0
887,946,4.0
766,662,3.0
805,153,4.0
256,117,5.0
253,190,5.0
330,708,3.0
609,750,4.0
207,864,3.0
73,272,4.0
504,1110,2.0
387,198,4.0
13,310,4.0
368,413,1.0
406,284,1.0
104,316,4.0
222,651,4.0
577,318,5.0
73,286,4.0
608,234,5.0
26,546,2.0
665,1283,3.0
53,568,4.0
846,565,2.0
367,179,5.0
53,64,5.0
43,237,4.0
123,14,5.0
940,347,3.0
528,422,2.0
655,1174,3.0
224,97,5.0
458,117,4.0
600,720,3.0
614,1142,3.0
72,182,5.0
543,810,3.0
617,868,4.0
605,302,4.0
624,15,4.0
851,527,5.0
927,477,3.0
840,1065,5.0
26,25,3.0
513,127,4.0
395,196,4.0
457,135,5.0
29,879,3.0
488,22,4.0
90,847,5.0
297,751,4.0
339,410,2.0
320,50,4.0
315,645,4.0
108,137,5.0
222,654,3.0
940,116,2.0
401,88,4.0
184,805,3.0
246,96,3.0
838,93,3.0
787,308,3.0
663,411,3.0
796,161,5.0
334,888,2.0
709,195,5.0
864,22,5.0
688,898,5.0
420,124,5.0
577,1531,4.0
69,124,4.0
648,810,4.0
666,291,3.0
271,582,3.0
18,318,5.0
451,325,3.0
716,300,5.0
605,496,5.0
584,258,4.0
804,257,5.0
896,320,3.0
18,82,3.0
10,430,3.0
708,278,4.0
711,137,5.0
298,311,3.0
44,229,3.0
27,370,4.0
405,12,5.0
52,318,5.0
472,91,5.0
903,369,4.0
848,610,5.0
380,71,4.0
323,332,3.0
133,346,3.0
699,185,4.0
943,625,3.0
60,434,5.0
275,22,3.0
70,501,4.0
25,615,5.0
805,28,3.0
198,168,4.0
537,657,3.0
577,8,4.0
330,126,5.0
506,417,4.0
31,611,4.0
785,301,4.0
919,715,5.0
524,56,4.0
940,420,4.0
655,111,2.0
101,597,3.0
818,269,3.0
638,183,4.0
111,344,2.0
189,225,4.0
399,235,4.0
535,284,4.0
110,294,3.0
847,1400,5.0
893,476,3.0
805,1101,5.0
425,183,3.0
643,249,3.0
5,214,3.0
449,285,5.0
387,31,3.0
870,340,3.0
429,32,4.0
626,678,1.0
865,268,4.0
843,551,3.0
114,522,5.0
802,259,2.0
275,230,3.0
798,926,4.0
311,553,3.0
83,31,5.0
184,71,4.0
303,42,5.0
608,337,4.0
298,204,4.0
644,307,4.0
429,168,5.0
650,389,3.0
599,815,3.0
511,358,1.0
837,1047,1.0
655,82,2.0
840,14,5.0
798,1544,3.0
405,341,1.0
592,1377,3.0
453,254,2.0
747,88,2.0
488,746,4.0
427,990,5.0
406,481,3.0
29,326,2.0
503,216,5.0
299,297,3.0
902,181,3.0
642,568,4.0
95,233,4.0
69,123,4.0
937,242,3.0
163,301,3.0
504,401,2.0
719,126,2.0
504,651,4.0
450,610,4.0
95,89,3.0
178,265,5.0
533,135,3.0
703,118,5.0
165,181,5.0
842,902,5.0
194,515,4.0
327,628,2.0
753,50,4.0
290,323,3.0
145,228,4.0
846,452,3.0
92,778,4.0
486,222,3.0
13,145,2.0
437,217,3.0
815,432,5.0
455,56,5.0
863,348,2.0
643,356,4.0
57,126,3.0
537,182,4.0
384,751,4.0
314,11,5.0
298,473,3.0
885,70,5.0
307,1411,4.0
921,288,3.0
627,581,3.0
766,197,3.0
881,38,3.0
774,238,5.0
74,1084,3.0
532,829,3.0
381,419,5.0
666,370,2.0
336,864,1.0
89,321,4.0
489,332,5.0
23,155,3.0
222,173,5.0
371,180,4.0
789,249,3.0
269,127,4.0
151,202,5.0
12,238,5.0
3,355,3.0
279,121,4.0
491,696,3.0
707,310,4.0
239,1070,5.0
690,66,3.0
21,5,2.0
16,479,5.0
774,185,2.0
815,434,3.0
59,974,3.0
916,210,4.0
533,53,1.0
864,393,3.0
399,180,3.0
79,311,4.0
663,948,4.0
13,561,1.0
457,144,5.0
655,645,3.0
227,460,2.0
411,168,5.0
405,514,1.0
